uri,sourcetable,id_value,id_uri,value,src_table
entities/bzrB7Hr,TakedaUSCAM,52501407,entities/bzrB7Hr/attributes/Identifiers/1w9SqAUad,0001AB001175405,TakedaUSCAM
entities/IIarKZU,TakedaUSCAM,60010200,entities/IIarKZU/attributes/Identifiers/uQJm2tWK,0001AB000476838,TakedaUSCAM
entities/1BmqWggJ,TakedaUSCAM,34748631,entities/1BmqWggJ/attributes/Identifiers/2qq86efqB,0001AB000493798,TakedaUSCAM
entities/19scriXG,TakedaUSCAM,21224207,entities/19scriXG/attributes/Identifiers/L2HwPiG5,0001AB000003950,TakedaUSCAM
entities/19DYzmCZ,TakedaUSCAM,85621200,entities/19DYzmCZ/attributes/Identifiers/2FpJ56elX,0001AB000014884,TakedaUSCAM
entities/19DZ3tw3,TakedaUSCAM,77030229,entities/19DZ3tw3/attributes/Identifiers/iYRHHiE5,0001AB000869864,TakedaUSCAM
entities/1BnX4WaV,TakedaUSCAM,42347201,entities/1BnX4WaV/attributes/Identifiers/2qsFThi6h,0001AB001099645,TakedaUSCAM
entities/1LLMdZRi,TakedaUSCAM,76908200,entities/1LLMdZRi/attributes/Identifiers/3PEpcy0l8,0001AB000317694,TakedaUSCAM
entities/1BmvM8wR,TakedaUSCAM,29340200,entities/1BmvM8wR/attributes/Identifiers/1w9allkGt,0001AB001146282,TakedaUSCAM
entities/1LLp8kFW,TakedaUSCAM,27502550,entities/1LLp8kFW/attributes/Identifiers/3PGGnOnKU,0001AB000148115,TakedaUSCAM
entities/SaMrTgT,TakedaUSCAM,99161150,entities/SaMrTgT/attributes/Identifiers/1a6hMEs8T,0001AB000016758,TakedaUSCAM
entities/1PbXmX9D,TakedaUSCAM,49504009,entities/1PbXmX9D/attributes/Identifiers/34ptDgOyd,0001AB000010174,TakedaUSCAM
entities/PwzUQqM,TakedaUSCAM,43203161,entities/PwzUQqM/attributes/Identifiers/1BhNt5HOw,0001AB001146230,TakedaUSCAM
entities/Y1aUw1i,TakedaUSCAM,06830200,entities/Y1aUw1i/attributes/Identifiers/2pvWCp6hC,0001AB000017403,TakedaUSCAM
entities/19Cx7QX5,TakedaUSCAM,64108209,entities/19Cx7QX5/attributes/Identifiers/3PH5DskN0,0001AB000004088,TakedaUSCAM
entities/1Pc2drRf,TakedaUSCAM,60624173,entities/1Pc2drRf/attributes/Identifiers/34rQZ3iJD,0001AB001133395,TakedaUSCAM
entities/1LLcJI1S,TakedaUSCAM,75701436,entities/1LLcJI1S/attributes/Identifiers/3PFbcchru,0001AB000314633,TakedaUSCAM
entities/1Pbojve3,TakedaUSCAM,27262206,entities/1Pbojve3/attributes/Identifiers/1432z9zrm,0001AB001188271,TakedaUSCAM
entities/1Pc1suLP,TakedaUSCAM,54981200,entities/1Pc1suLP/attributes/Identifiers/1a6Vhzi7h,0001AB000002662,TakedaUSCAM
entities/PxjBAAA,TakedaUSCAM,29163151,entities/PxjBAAA/attributes/Identifiers/1BjchhSPW,0001AB001132723,TakedaUSCAM
entities/Pwwssbu,TakedaUSCAM,56425153,entities/Pwwssbu/attributes/Identifiers/1BhFqclaI,0001AB000276672,TakedaUSCAM
entities/NNRRDCW,TakedaUSCAM,46322185,entities/NNRRDCW/attributes/Identifiers/1OatLaDIK,0001AB000485330,TakedaUSCAM
entities/P2bF3rt,TakedaUSCAM,40241412,entities/P2bF3rt/attributes/Identifiers/zI5xgyY5,0001AB001190601,TakedaUSCAM
entities/NMo2kXk,TakedaUSCAM,25921154,entities/NMo2kXk/attributes/Identifiers/1u8Tvtf5L,0001AB001133772,TakedaUSCAM
entities/19tGlSVS,TakedaUSCAM,30650200,entities/19tGlSVS/attributes/Identifiers/2pvLGprCo,0001AB000005340,TakedaUSCAM
entities/1BmnMLlH,TakedaUSCAM,11203203,entities/1BmnMLlH/attributes/Identifiers/1u76WSs4t,0001AB000002628,TakedaUSCAM
entities/1PcD9V5r,TakedaUSCAM,91710403,entities/1PcD9V5r/attributes/Identifiers/34rydw9j5,0001AB000354809,TakedaUSCAM
entities/bzitnEt,TakedaUSCAM,45220151,entities/bzitnEt/attributes/Identifiers/1w93YczPr,0001AB000009303,TakedaUSCAM
entities/bzitnEt,TakedaUSCAM,45220151,entities/bzitnEt/attributes/Identifiers/1w93YczPr,0001AB000009303,TakedaUSCAM
entities/1Bzmc57x,TakedaUSCAM,23513405,entities/1Bzmc57x/attributes/Identifiers/cNvd9VYu,0001AB000004212,TakedaUSCAM
entities/19t2DecA,TakedaUSCAM,45212424,entities/19t2DecA/attributes/Identifiers/2pubjrUzm,0001AB001198539,TakedaUSCAM
entities/19t2AUYI,TakedaUSCAM,70775200,entities/19t2AUYI/attributes/Identifiers/2pube61Pq,0001AB000012762,TakedaUSCAM
entities/NN7SxyG,TakedaUSCAM,76104202,entities/NN7SxyG/attributes/Identifiers/1438SDIdm,0001AB000013490,TakedaUSCAM
entities/Et3BDfd,TakedaUSCAM,68845202,entities/Et3BDfd/attributes/Identifiers/iVeDeYG9,0001AB000173590,TakedaUSCAM
entities/dSsoyoB,TakedaUSCAM,14618190,entities/dSsoyoB/attributes/Identifiers/1u7Bx0KNr,0001AB000003134,TakedaUSCAM
entities/1LLiPOGo,TakedaUSCAM,55101552,entities/1LLiPOGo/attributes/Identifiers/3PFw2rYZG,0001AB001079849,TakedaUSCAM
entities/1LLCyB5e,TakedaUSCAM,14209170,entities/1LLCyB5e/attributes/Identifiers/3PELq754M,0001AB000056288,TakedaUSCAM
entities/EtT8xyT,TakedaUSCAM,15825201,entities/EtT8xyT/attributes/Identifiers/34sYEA5Ed,0001AB000240152,TakedaUSCAM
entities/IIcOgHQ,TakedaUSCAM,79070200,entities/IIcOgHQ/attributes/Identifiers/1wAp4pIrX,0001AB000014177,TakedaUSCAM
entities/1BzJJ8TJ,TakedaUSCAM,13210204,entities/1BzJJ8TJ/attributes/Identifiers/1wAenX9cd,0001AB000002982,TakedaUSCAM
entities/NMfYmFI,TakedaUSCAM,54736201,entities/NMfYmFI/attributes/Identifiers/1OYaJQBgy,0001AB000010681,TakedaUSCAM
entities/P2zGdnd,TakedaUSCAM,45601165,entities/P2zGdnd/attributes/Identifiers/zJGjwPon,0001AB000247468,TakedaUSCAM
entities/1BmsEh2F,TakedaUSCAM,61104201,entities/1BmsEh2F/attributes/Identifiers/7I52HL,0001AB001099949,TakedaUSCAM
entities/SadTDa1,TakedaUSCAM,56258200,entities/SadTDa1/attributes/Identifiers/cOOiw9Zg,0001AB000017468,TakedaUSCAM
entities/IJ59b8K,TakedaUSCAM,68108551,entities/IJ59b8K/attributes/Identifiers/uRomUKem,0001AB000012446,TakedaUSCAM
entities/1Bn3Pr4J,TakedaUSCAM,33024681,entities/1Bn3Pr4J/attributes/Identifiers/2qqkhejCR,0001AB001190588,TakedaUSCAM
entities/1LLcLcwE,TakedaUSCAM,26554434,entities/1LLcLcwE/attributes/Identifiers/3PFbg18Xq,0001AB001172657,TakedaUSCAM
entities/1Bzt5DDl,TakedaUSCAM,97322158,entities/1Bzt5DDl/attributes/Identifiers/2z29TihQf,0001AB001130221,TakedaUSCAM
entities/1Bzt5DDl,TakedaUSCAM,97322158,entities/1Bzt5DDl/attributes/Identifiers/2z29TihQf,0001AB001130221,TakedaUSCAM
entities/P2dFUUz,TakedaUSCAM,91325200,entities/P2dFUUz/attributes/Identifiers/34rVfHPJ9,0001AB000188411,TakedaUSCAM
entities/NNQjHdc,TakedaUSCAM,58552201,entities/NNQjHdc/attributes/Identifiers/1Oar2HSpo,0001AB001105050,TakedaUSCAM
entities/c0QyV1D,TakedaUSCAM,78209178,entities/c0QyV1D/attributes/Identifiers/1wBEY6gUh,0001AB000324007,TakedaUSCAM
entities/19CwYmN1,TakedaUSCAM,35903162,entities/19CwYmN1/attributes/Identifiers/1BjjKO4Lm,0001AB000168755,TakedaUSCAM
entities/dTC4kNT,TakedaUSCAM,32216552,entities/dTC4kNT/attributes/Identifiers/1u8AplhKh,0001AB000157688,TakedaUSCAM
entities/P3MK01J,TakedaUSCAM,85364665,entities/P3MK01J/attributes/Identifiers/zKPo7EtV,0001AB001193875,TakedaUSCAM
entities/NNRSiyC,TakedaUSCAM,32960672,entities/NNRSiyC/attributes/Identifiers/1OatNQKai,0001AB001219985,TakedaUSCAM
entities/P3S1YeX,TakedaUSCAM,08816158,entities/P3S1YeX/attributes/Identifiers/zKgsI2zJ,0001AB000023118,TakedaUSCAM
entities/19D2wTkR,TakedaUSCAM,06606202,entities/19D2wTkR/attributes/Identifiers/142NuejYo,0001AB000002075,TakedaUSCAM
entities/SaCo5oL,TakedaUSCAM,34994668,entities/SaCo5oL/attributes/Identifiers/1a6BykXX3,0001AB001162013,TakedaUSCAM
entities/PxQ4x2k,TakedaUSCAM,81625200,entities/PxQ4x2k/attributes/Identifiers/1BigUO1u2,0001AB000014523,TakedaUSCAM
entities/1LM0bqiw,TakedaUSCAM,59102600,entities/1LM0bqiw/attributes/Identifiers/3PGphqfBC,0001AB001132533,TakedaUSCAM
entities/Et3guYb,TakedaUSCAM,92506152,entities/Et3guYb/attributes/Identifiers/zIB87cxd,0001AB000015637,TakedaUSCAM
entities/1C05nnE1,TakedaUSCAM,53717405,entities/1C05nnE1/attributes/Identifiers/2z2ln1A4f,0001AB001194877,TakedaUSCAM
entities/19Cx8jVz,TakedaUSCAM,43228200,entities/19Cx8jVz/attributes/Identifiers/2z1pgRQrB,0001AB000008973,TakedaUSCAM
entities/19t2ECiE,TakedaUSCAM,90621551,entities/19t2ECiE/attributes/Identifiers/2pubkkyc2,0001AB000921830,TakedaUSCAM
entities/1Bzp1bTF,TakedaUSCAM,95630411,entities/1Bzp1bTF/attributes/Identifiers/2z1wx7pqL,0001AB000365491,TakedaUSCAM
entities/NMfYZSW,TakedaUSCAM,31750202,entities/NMfYZSW/attributes/Identifiers/1OYaIx6lo,0001AB000480425,TakedaUSCAM
entities/PxPQwQY,TakedaUSCAM,31093200,entities/PxPQwQY/attributes/Identifiers/1BieZZaz8,0001AB000005397,TakedaUSCAM
entities/Px2j6He,TakedaUSCAM,58104551,entities/Px2j6He/attributes/Identifiers/1BhXlHEc2,0001AB000011185,TakedaUSCAM
entities/dTUCwZb,TakedaUSCAM,55414418,entities/dTUCwZb/attributes/Identifiers/1u94RCGil,0001AB000146451,TakedaUSCAM
entities/NN7SxyG,TakedaUSCAM,76104236,entities/NN7SxyG/attributes/Identifiers/1438S8h4U,0001AB000013490,TakedaUSCAM
entities/Y25gP9m,TakedaUSCAM,73112216,entities/Y25gP9m/attributes/Identifiers/143pqDp8E,0001AB001221209,TakedaUSCAM
entities/1Bn3Pr4J,TakedaUSCAM,33027174,entities/1Bn3Pr4J/attributes/Identifiers/2qqkhfPp1,0001AB001183548,TakedaUSCAM
entities/19D5Y1yt,TakedaUSCAM,97209185,entities/19D5Y1yt/attributes/Identifiers/2FnpZmokd,0001AB001130210,TakedaUSCAM
entities/19D4G0kV,TakedaUSCAM,76012158,entities/19D4G0kV/attributes/Identifiers/2FnlscCep,0001AB000316762,TakedaUSCAM
entities/19D4G0kV,TakedaUSCAM,76012158,entities/19D4G0kV/attributes/Identifiers/2FnlscCep,0001AB000316762,TakedaUSCAM
entities/19D4Gd6p,TakedaUSCAM,45154157,entities/19D4Gd6p/attributes/Identifiers/2FnltFBL9,0001AB001132933,TakedaUSCAM
entities/19t2BjGw,TakedaUSCAM,57523200,entities/19t2BjGw/attributes/Identifiers/2pubhL2AQ,0001AB000177868,TakedaUSCAM
entities/IIiFNmy,TakedaUSCAM,85381164,entities/IIiFNmy/attributes/Identifiers/uQgb8UrY,0001AB000342153,TakedaUSCAM
entities/SZoUE7x,TakedaUSCAM,70663202,entities/SZoUE7x/attributes/Identifiers/4oweOJ,0001AB000012756,TakedaUSCAM
entities/P2cjO2T,TakedaUSCAM,01854205,entities/P2cjO2T/attributes/Identifiers/2qsDML0WF,0001AB000084394,TakedaUSCAM
entities/19DFF8tP,TakedaUSCAM,24014205,entities/19DFF8tP/attributes/Identifiers/2FoJIjYcF,0001AB000088187,TakedaUSCAM
entities/1BnQPmB5,TakedaUSCAM,64106151,entities/1BnQPmB5/attributes/Identifiers/2qruxsNmh,0001AB000291911,TakedaUSCAM
entities/1BnQPmB5,TakedaUSCAM,64106151,entities/1BnQPmB5/attributes/Identifiers/2qruxsNmh,0001AB000291911,TakedaUSCAM
entities/1BmqUpbL,TakedaUSCAM,03063162,entities/1BmqUpbL/attributes/Identifiers/1w90Lv5k7,0001AB000001742,TakedaUSCAM
entities/EtPcpvd,TakedaUSCAM,57701551,entities/EtPcpvd/attributes/Identifiers/iWktmBl3,0001AB000182414,TakedaUSCAM
entities/EtRDckT,TakedaUSCAM,39232174,entities/EtRDckT/attributes/Identifiers/iWpC79hB,0001AB000133733,TakedaUSCAM
entities/P3Rm5eT,TakedaUSCAM,57701205,entities/P3Rm5eT/attributes/Identifiers/L2KhkyAn,0001AB000011158,TakedaUSCAM
entities/IIpS5js,TakedaUSCAM,63037550,entities/IIpS5js/attributes/Identifiers/uR2S2WGm,0001AB000290079,TakedaUSCAM
entities/EtByIrp,TakedaUSCAM,68510177,entities/EtByIrp/attributes/Identifiers/iW4kDT1N,0001AB000152517,TakedaUSCAM
entities/1BmnLf8h,TakedaUSCAM,54868200,entities/1BmnLf8h/attributes/Identifiers/2qpyd5Ltv,0001AB000246650,TakedaUSCAM
entities/Y1D6P2Y,TakedaUSCAM,16501415,entities/Y1D6P2Y/attributes/Identifiers/1418EYaxO,0001AB000898131,TakedaUSCAM
entities/1Bn3QTQd,TakedaUSCAM,21740177,entities/1Bn3QTQd/attributes/Identifiers/2qqkkvFih,0001AB000004013,TakedaUSCAM
entities/Px2i4Lm,TakedaUSCAM,73127300,entities/Px2i4Lm/attributes/Identifiers/1wB7Yx9JX,0001AB001180363,TakedaUSCAM
entities/1BmxWP4R,TakedaUSCAM,71269203,entities/1BmxWP4R/attributes/Identifiers/2qqSyW2sB,0001AB000142758,TakedaUSCAM
entities/NMmqEI0,TakedaUSCAM,89146202,entities/NMmqEI0/attributes/Identifiers/1u7uWZi3L,0001AB001175522,TakedaUSCAM
entities/19tGmHeY,TakedaUSCAM,44145200,entities/19tGmHeY/attributes/Identifiers/2pvLIuksg,0001AB000009141,TakedaUSCAM
entities/EtYFsq9,TakedaUSCAM,92708551,entities/EtYFsq9/attributes/Identifiers/iXBPo6eP,0001AB001191450,TakedaUSCAM
entities/1BnDViNj,TakedaUSCAM,12065604,entities/1BnDViNj/attributes/Identifiers/2qrFsffkd,0001AB001189387,TakedaUSCAM
entities/PwzUqPu,TakedaUSCAM,47374172,entities/PwzUqPu/attributes/Identifiers/1BhNtZ2wg,0001AB000009717,TakedaUSCAM
entities/bziBnPj,TakedaUSCAM,96706205,entities/bziBnPj/attributes/Identifiers/1w91OJHmR,0001AB000387947,TakedaUSCAM
entities/P2WYCO1,TakedaUSCAM,14263200,entities/P2WYCO1/attributes/Identifiers/2FobEQ62V,0001AB000006380,TakedaUSCAM
entities/19DFFpVz,TakedaUSCAM,97045200,entities/19DFFpVz/attributes/Identifiers/2FoJKMTZ5,0001AB000016361,TakedaUSCAM
entities/1Bzmayvp,TakedaUSCAM,38930200,entities/1Bzmayvp/attributes/Identifiers/2puzkzFDy,0001AB000012576,TakedaUSCAM
entities/EtTDmKX,TakedaUSCAM,72315164,entities/EtTDmKX/attributes/Identifiers/iWvJ04ht,0001AB000012986,TakedaUSCAM
entities/NMtGP6i,TakedaUSCAM,43203201,entities/NMtGP6i/attributes/Identifiers/2pvsdCZmw,0001AB001113649,TakedaUSCAM
entities/EtkgafJ,TakedaUSCAM,93306200,entities/EtkgafJ/attributes/Identifiers/iXnm7lL7,0001AB000360745,TakedaUSCAM
entities/Px9nyL8,TakedaUSCAM,80504201,entities/Px9nyL8/attributes/Identifiers/1BhtAneac,0001AB001162475,TakedaUSCAM
entities/c0BdkQB,TakedaUSCAM,44256200,entities/c0BdkQB/attributes/Identifiers/1wAT5bLRX,0001AB000009152,TakedaUSCAM
entities/19D2xqzb,TakedaUSCAM,84088200,entities/19D2xqzb/attributes/Identifiers/iXiWia3N,0001AB000014683,TakedaUSCAM
entities/19tJOf26,TakedaUSCAM,48111420,entities/19tJOf26/attributes/Identifiers/2pvTIgpqY,0001AB001175255,TakedaUSCAM
entities/SZijqk9,TakedaUSCAM,54636151,entities/SZijqk9/attributes/Identifiers/1a4iU4R5J,0001AB000274492,TakedaUSCAM
entities/1BnCQTvL,TakedaUSCAM,31533200,entities/1BnCQTvL/attributes/Identifiers/2qrCO7FH5,0001AB000005442,TakedaUSCAM
entities/1PbwobRX,TakedaUSCAM,18848200,entities/1PbwobRX/attributes/Identifiers/2z1cV3D9t,0001AB000003522,TakedaUSCAM
entities/SZqTpbx,TakedaUSCAM,38358152,entities/SZqTpbx/attributes/Identifiers/3PF3nMXus,0001AB000008466,TakedaUSCAM
entities/PxjKVpG,TakedaUSCAM,75503208,entities/PxjKVpG/attributes/Identifiers/L2Sudti1,0001AB000904356,TakedaUSCAM
entities/1BnX4WaV,TakedaUSCAM,42347200,entities/1BnX4WaV/attributes/Identifiers/2qsFThMnP,0001AB000008876,TakedaUSCAM
entities/19Cx9yEd,TakedaUSCAM,48071201,entities/19Cx9yEd/attributes/Identifiers/2FouzVaiJ,0001AB000477785,TakedaUSCAM
entities/19CwZBwZ,TakedaUSCAM,35976204,entities/19CwZBwZ/attributes/Identifiers/zKIynoyf,0001AB000008026,TakedaUSCAM
entities/19tRjQBy,TakedaUSCAM,82601209,entities/19tRjQBy/attributes/Identifiers/2pvsezSlC,0001AB000014558,TakedaUSCAM
entities/19DOwntz,TakedaUSCAM,93625154,entities/19DOwntz/attributes/Identifiers/2Fon6LZvn,0001AB001132461,TakedaUSCAM
entities/1BzfmboH,TakedaUSCAM,90744179,entities/1BzfmboH/attributes/Identifiers/2z1Sb8Dez,0001AB001130842,TakedaUSCAM
entities/1PbY2cVb,TakedaUSCAM,92879551,entities/1PbY2cVb/attributes/Identifiers/34pu6Rbpv,0001AB001195389,TakedaUSCAM
entities/19DFFUCh,TakedaUSCAM,77521204,entities/19DFFUCh/attributes/Identifiers/2FoJJOFr1,0001AB000013833,TakedaUSCAM
entities/IISza4W,TakedaUSCAM,76401200,entities/IISza4W/attributes/Identifiers/1u7bbpLnT,0001AB000013561,TakedaUSCAM
entities/1Bzfgczp,TakedaUSCAM,11358168,entities/1Bzfgczp/attributes/Identifiers/2z1SOgcQT,0001AB001158664,TakedaUSCAM
entities/IJI87yS,TakedaUSCAM,14127417,entities/IJI87yS/attributes/Identifiers/uSSE4EYC,0001AB001173559,TakedaUSCAM
entities/Et7Nplx,TakedaUSCAM,83642201,entities/Et7Nplx/attributes/Identifiers/2pvsjxvN8,0001AB000014612,TakedaUSCAM
entities/SaEGUdh,TakedaUSCAM,92029202,entities/SaEGUdh/attributes/Identifiers/1a6GRZq8T,0001AB000154909,TakedaUSCAM
entities/19D2wgXD,TakedaUSCAM,21204203,entities/19D2wgXD/attributes/Identifiers/uQH8I8Ho,0001AB000003928,TakedaUSCAM
entities/SZoVG3p,TakedaUSCAM,21061200,entities/SZoVG3p/attributes/Identifiers/zITPAPez,0001AB000003882,TakedaUSCAM
entities/1BzPYiuH,TakedaUSCAM,95667550,entities/1BzPYiuH/attributes/Identifiers/2z0eqIHb7,0001AB001185629,TakedaUSCAM
entities/19t2AHlW,TakedaUSCAM,76360201,entities/19t2AHlW/attributes/Identifiers/2pubdd0kw,0001AB000005136,TakedaUSCAM
entities/IJ5bVb6,TakedaUSCAM,00915150,entities/IJ5bVb6/attributes/Identifiers/uRptWZQO,0001AB000455036,TakedaUSCAM
entities/P2RuUy1,TakedaUSCAM,44203192,entities/P2RuUy1/attributes/Identifiers/zHeaiaqf,0001AB001104751,TakedaUSCAM
entities/Y273zd4,TakedaUSCAM,83318175,entities/Y273zd4/attributes/Identifiers/1Bji2xGwY,0001AB001130130,TakedaUSCAM
entities/bziAyGd,TakedaUSCAM,29651204,entities/bziAyGd/attributes/Identifiers/1w91NKJBX,0001AB000009243,TakedaUSCAM
entities/dSp2HZ9,TakedaUSCAM,37167014,entities/dSp2HZ9/attributes/Identifiers/1u70lQ6PX,0001AB000120041,TakedaUSCAM
entities/1BzzRfsX,TakedaUSCAM,62702609,entities/1BzzRfsX/attributes/Identifiers/2z2SJQTL7,0001AB001160439,TakedaUSCAM
entities/1BzzRfsX,TakedaUSCAM,62702609,entities/1BzzRfsX/attributes/Identifiers/2z2SJQTL7,0001AB001160439,TakedaUSCAM
entities/1BnEm9aB,TakedaUSCAM,91801179,entities/1BnEm9aB/attributes/Identifiers/2qrUmz1z5,0001AB001146347,TakedaUSCAM
entities/19DFFpVz,TakedaUSCAM,97045202,entities/19DFFpVz/attributes/Identifiers/2FoJKK4O3,0001AB001040846,TakedaUSCAM
entities/NN9iS1s,TakedaUSCAM,43202550,entities/NN9iS1s/attributes/Identifiers/1Oa1L8hQC,0001AB000232604,TakedaUSCAM
entities/19CzsKQd,TakedaUSCAM,02114203,entities/19CzsKQd/attributes/Identifiers/3PGXrJ6UM,0001AB000001572,TakedaUSCAM
entities/1PbXmffj,TakedaUSCAM,92324200,entities/1PbXmffj/attributes/Identifiers/1w91f190x,0001AB000006213,TakedaUSCAM
entities/P2VnB1V,TakedaUSCAM,20785203,entities/P2VnB1V/attributes/Identifiers/zKTZzsvZ,0001AB000953748,TakedaUSCAM
entities/P2VnB1V,TakedaUSCAM,20785203,entities/P2VnB1V/attributes/Identifiers/zKTZzsvZ,0001AB000953748,TakedaUSCAM
entities/19DPXmyp,TakedaUSCAM,02841200,entities/19DPXmyp/attributes/Identifiers/2Fop3qRhT,0001AB000461831,TakedaUSCAM
entities/IIYgFIO,TakedaUSCAM,28304607,entities/IIYgFIO/attributes/Identifiers/uQCuGRt2,0001AB000004754,TakedaUSCAM
entities/19D6AWpP,TakedaUSCAM,25661411,entities/19D6AWpP/attributes/Identifiers/2Fnr9kLy7,0001AB000104542,TakedaUSCAM
entities/1LLE3ToI,TakedaUSCAM,32746175,entities/1LLE3ToI/attributes/Identifiers/3PEPL6BI2,0001AB000093854,TakedaUSCAM
entities/1Pbojve3,TakedaUSCAM,27262200,entities/1Pbojve3/attributes/Identifiers/1432zC7zm,0001AB000012068,TakedaUSCAM
entities/IIarT60,TakedaUSCAM,60076202,entities/IIarT60/attributes/Identifiers/uQJmM4gK,0001AB000247055,TakedaUSCAM
entities/19t2CD6k,TakedaUSCAM,35209206,entities/19t2CD6k/attributes/Identifiers/2pubiDktq,0001AB001051225,TakedaUSCAM
entities/1PcIwpkl,TakedaUSCAM,30223551,entities/1PcIwpkl/attributes/Identifiers/34sFwXCrn,0001AB000143799,TakedaUSCAM
entities/EtlJyvB,TakedaUSCAM,00680203,entities/EtlJyvB/attributes/Identifiers/iXpREcbJ,0001AB001159354,TakedaUSCAM
entities/c0QxC2J,TakedaUSCAM,21122201,entities/c0QxC2J/attributes/Identifiers/1wBEWW6Sd,0001AB000098171,TakedaUSCAM
entities/c0QxC2J,TakedaUSCAM,21122201,entities/c0QxC2J/attributes/Identifiers/1wBEWW6Sd,0001AB000098171,TakedaUSCAM
entities/dSrxdJv,TakedaUSCAM,98104174,entities/dSrxdJv/attributes/Identifiers/1OYkbHsVI,0001AB000477589,TakedaUSCAM
entities/dSrxdJv,TakedaUSCAM,98104174,entities/dSrxdJv/attributes/Identifiers/1OYkbHsVI,0001AB000477589,TakedaUSCAM
entities/1BzeHnnt,TakedaUSCAM,55102206,entities/1BzeHnnt/attributes/Identifiers/1u9TvHYjH,0001AB001099123,TakedaUSCAM
entities/1BnH2Smt,TakedaUSCAM,36104170,entities/1BnH2Smt/attributes/Identifiers/2qrQpmYsR,0001AB000200764,TakedaUSCAM
entities/P2unfHt,TakedaUSCAM,95128181,entities/P2unfHt/attributes/Identifiers/zJ32Di6r,0001AB000016066,TakedaUSCAM
entities/1LLAi4fi,TakedaUSCAM,60026200,entities/1LLAi4fi/attributes/Identifiers/2qrCOXv1D,0001AB000477626,TakedaUSCAM
entities/PxjKVpG,TakedaUSCAM,75503207,entities/PxjKVpG/attributes/Identifiers/L2SudYOj,0001AB000013371,TakedaUSCAM
entities/Y1UWjw2,TakedaUSCAM,71115200,entities/Y1UWjw2/attributes/Identifiers/2pueItCMA,0001AB000012834,TakedaUSCAM
entities/P3Rm5eT,TakedaUSCAM,57701210,entities/P3Rm5eT/attributes/Identifiers/L2KhkDHx,0001AB001099711,TakedaUSCAM
entities/P2cjO2T,TakedaUSCAM,01854200,entities/P2cjO2T/attributes/Identifiers/2qsDMROuF,0001AB000842863,TakedaUSCAM
entities/1BmxX9xH,TakedaUSCAM,35205201,entities/1BmxX9xH/attributes/Identifiers/2qqSzyvXL,0001AB000012466,TakedaUSCAM
entities/dTMaWYB,TakedaUSCAM,55811166,entities/dTMaWYB/attributes/Identifiers/1u8giV4hb,0001AB001131764,TakedaUSCAM
entities/Sa2SlUr,TakedaUSCAM,76825200,entities/Sa2SlUr/attributes/Identifiers/3PGLccxha,0001AB001200360,TakedaUSCAM
entities/EtTCXbt,TakedaUSCAM,33029201,entities/EtTCXbt/attributes/Identifiers/1a7PbdZ6z,0001AB000005940,TakedaUSCAM
entities/19CwV4D5,TakedaUSCAM,28078609,entities/19CwV4D5/attributes/Identifiers/2FnPW0Kbz,0001AB001088318,TakedaUSCAM
entities/P2S1r1d,TakedaUSCAM,22003202,entities/P2S1r1d/attributes/Identifiers/zHej8miv,0001AB001161657,TakedaUSCAM
entities/NMfEdPg,TakedaUSCAM,96929200,entities/NMfEdPg/attributes/Identifiers/1OYZHmsUe,0001AB000374744,TakedaUSCAM
entities/NNPxzE4,TakedaUSCAM,08043649,entities/NNPxzE4/attributes/Identifiers/1Oap5sF64,0001AB001131265,TakedaUSCAM
entities/1PcV7SDX,TakedaUSCAM,70817201,entities/1PcV7SDX/attributes/Identifiers/34srPUBmZ,0001AB000180992,TakedaUSCAM
entities/Px0Kof0,TakedaUSCAM,10021633,entities/Px0Kof0/attributes/Identifiers/1BhQRZ1Dq,0001AB000023843,TakedaUSCAM
entities/1LLE4NDe,TakedaUSCAM,33612608,entities/1LLE4NDe/attributes/Identifiers/3PEPMDXsQ,0001AB001131735,TakedaUSCAM
entities/SZtjfVd,TakedaUSCAM,04441201,entities/SZtjfVd/attributes/Identifiers/1a5FZ5yRJ,0001AB000001858,TakedaUSCAM
entities/19D4JnAh,TakedaUSCAM,33040178,entities/19D4JnAh/attributes/Identifiers/2Fnlx64Zv,0001AB000167061,TakedaUSCAM
entities/dSvjqj9,TakedaUSCAM,35501171,entities/dSvjqj9/attributes/Identifiers/1u7M6qEPX,0001AB000244070,TakedaUSCAM
entities/1Pbf2P9z,TakedaUSCAM,30180169,entities/1Pbf2P9z/attributes/Identifiers/34qGNLvFX,0001AB001133644,TakedaUSCAM
entities/EtlD2R7,TakedaUSCAM,51012550,entities/EtlD2R7/attributes/Identifiers/iXp9GbDN,0001AB000113403,TakedaUSCAM
entities/1Bn935BH,TakedaUSCAM,75758550,entities/1Bn935BH/attributes/Identifiers/2qr1xEaIR,0001AB000013408,TakedaUSCAM
entities/19tRlcaE,TakedaUSCAM,16701200,entities/19tRlcaE/attributes/Identifiers/2pvsicGF4,0001AB000003341,TakedaUSCAM
entities/1LLpENkg,TakedaUSCAM,81321204,entities/1LLpENkg/attributes/Identifiers/2FpmaMaup,0001AB001194840,TakedaUSCAM
entities/IIQeb2G,TakedaUSCAM,33458608,entities/IIQeb2G/attributes/Identifiers/uPodQEam,0001AB000099248,TakedaUSCAM
entities/1BzydplR,TakedaUSCAM,12518159,entities/1BzydplR/attributes/Identifiers/2z2Prdka9,0001AB000002894,TakedaUSCAM
